description,ibkr-symbol,region,exchange,isin,just-etf,extra-etf
DBX MSCI WORLD CON DISCR,XWCD,LU - Luxembourg,BVME.ETF*,LU0540979720,https://www.justetf.com/es/etf-profile.html?isin=LU0540979720,https://extraetf.com/es/etf-profile/LU0540979720
DBX MSCI WORLD ENERGY,XWED,LU - Luxembourg,BVME.ETF*,LU0540980736,https://www.justetf.com/es/etf-profile.html?isin=LU0540980736,https://extraetf.com/es/etf-profile/LU0540980736
DBX MSCI WORLD MATERIALS,XWMD,LU - Luxembourg,BVME.ETF*,LU0540980819,https://www.justetf.com/es/etf-profile.html?isin=LU0540980819,https://extraetf.com/es/etf-profile/LU0540980819
DBX MSCI WORLD IT,XWND,LU - Luxembourg,BVME.ETF*,LU0540980496,https://www.justetf.com/es/etf-profile.html?isin=LU0540980496,https://extraetf.com/es/etf-profile/LU0540980496
DBX MSCI WORLD CON STAPL,XWSD,LU - Luxembourg,BVME.ETF*,LU0540980066,https://www.justetf.com/es/etf-profile.html?isin=LU0540980066,https://extraetf.com/es/etf-profile/LU0540980066
DBX MSCI WORLD TELECOM,XWTD,LU - Luxembourg,BVME.ETF*,LU0540980579,https://www.justetf.com/es/etf-profile.html?isin=LU0540980579,https://extraetf.com/es/etf-profile/LU0540980579
DBX MSCI WORLD UTILITIES,XWUT,LU - Luxembourg,BVME.ETF*,LU0540980652,https://www.justetf.com/es/etf-profile.html?isin=LU0540980652,https://extraetf.com/es/etf-profile/LU0540980652
X GALAXY PHY BITCOIN ETC,XXBT,CH - Switzerland,IBIS*,CH1315732250,https://www.justetf.com/es/etf-profile.html?isin=CH1315732250,https://extraetf.com/es/etf-profile/CH1315732250
AMUNDI EURO HY CORP BND ESGI,YIEL,LU - Luxembourg,SBF*,LU1812090543,https://www.justetf.com/es/etf-profile.html?isin=LU1812090543,https://extraetf.com/es/etf-profile/LU1812090543
PROCURE SPACE UCITS ETF,YODA,IE - Ireland,BVME.ETF*,IE00BLH3CV30,https://www.justetf.com/es/etf-profile.html?isin=IE00BLH3CV30,https://extraetf.com/es/etf-profile/IE00BLH3CV30
ETC GROUP - PHYSICAL ETHER,ZETH,DE - Germany,IBIS*,DE000A3GMKD7,https://www.justetf.com/es/etf-profile.html?isin=DE000A3GMKD7,https://extraetf.com/es/etf-profile/DE000A3GMKD7
ZKB GOLD ETF AA EUR,ZGLDEU,CH - Switzerland,EBS*,CH0047533523,https://www.justetf.com/es/etf-profile.html?isin=CH0047533523,https://extraetf.com/es/etf-profile/CH0047533523
ZKB GOLD ETF AAH EUR,ZGLDHE,CH - Switzerland,EBS*,CH0103326762,https://www.justetf.com/es/etf-profile.html?isin=CH0103326762,https://extraetf.com/es/etf-profile/CH0103326762
WT ZINC,ZINC,JE - Jersey,BVME.ETF*,GB00B15KY872,https://www.justetf.com/es/etf-profile.html?isin=GB00B15KY872,https://extraetf.com/es/etf-profile/GB00B15KY872
ZKB SILVER ETF AA EUR,ZSILEU,CH - Switzerland,EBS*,CH0183135992,https://www.justetf.com/es/etf-profile.html?isin=CH0183135992,https://extraetf.com/es/etf-profile/CH0183135992
ZKB SILVER ETF AAH EUR,ZSILHE,CH - Switzerland,EBS*,CH0183136040,https://www.justetf.com/es/etf-profile.html?isin=CH0183136040,https://extraetf.com/es/etf-profile/CH0183136040
21SHARES BITWISE SLCT 10 ETP,ZZUC,CH - Switzerland,SWB*,CH0475986318,https://www.justetf.com/es/etf-profile.html?isin=CH0475986318,https://extraetf.com/es/etf-profile/CH0475986318
UBS ETF WORLD PAB USD ACC,AW10,IE - Ireland,IBIS*,IE00BN4Q0370,https://www.justetf.com/es/etf-profile.html?isin=IE00BN4Q0370,https://extraetf.com/es/etf-profile/IE00BN4Q0370
UBS ETF CLIMATE CTB USD ACC,AW11,IE - Ireland,IBIS*,IE00BN4PXC48,https://www.justetf.com/es/etf-profile.html?isin=IE00BN4PXC48,https://extraetf.com/es/etf-profile/IE00BN4PXC48
UBS ETF EUROPE PAB EUR ACC,AW13,IE - Ireland,IBIS*,IE00BN4Q0933,https://www.justetf.com/es/etf-profile.html?isin=IE00BN4Q0933,https://extraetf.com/es/etf-profile/IE00BN4Q0933
UBS ETF JAPAN PAB JPY ACC,AW15,IE - Ireland,IBIS*,IE00BN4Q0X77,https://www.justetf.com/es/etf-profile.html?isin=IE00BN4Q0X77,https://extraetf.com/es/etf-profile/IE00BN4Q0X77
UBS ETF USA PAB USD ACC,AW16,IE - Ireland,IBIS*,IE00BN4Q0602,https://www.justetf.com/es/etf-profile.html?isin=IE00BN4Q0602,https://extraetf.com/es/etf-profile/IE00BN4Q0602
UBS ETF S&P500 ELITE H.EUR A,AW1B,IE - Ireland,IBIS*,IE00BLSN7W87,https://www.justetf.com/es/etf-profile.html?isin=IE00BLSN7W87,https://extraetf.com/es/etf-profile/IE00BLSN7W87
UBS ETF S&P500 ELITE USD ACC,AW1C,IE - Ireland,IBIS*,IE00BLSN7P11,https://www.justetf.com/es/etf-profile.html?isin=IE00BLSN7P11,https://extraetf.com/es/etf-profile/IE00BLSN7P11
UBSETF USA LCS USD ACC,AW1F,IE - Ireland,IBIS*,IE00BNC0M350,https://www.justetf.com/es/etf-profile.html?isin=IE00BNC0M350,https://extraetf.com/es/etf-profile/IE00BNC0M350
UBSETF JP LCS JPY ACC,AW1I,IE - Ireland,IBIS*,IE00BNC0MD55,https://www.justetf.com/es/etf-profile.html?isin=IE00BNC0MD55,https://extraetf.com/es/etf-profile/IE00BNC0MD55
UBS ETF JAPAN PAB EUR-H ACC,AW1Q,IE - Ireland,IBIS*,IE000JHYO4T6,https://www.justetf.com/es/etf-profile.html?isin=IE000JHYO4T6,https://extraetf.com/es/etf-profile/IE000JHYO4T6
UBS ETF MSCI EMU VAL ACC,AW1T,LU - Luxembourg,IBIS*,LU0950669845,https://www.justetf.com/es/etf-profile.html?isin=LU0950669845,https://extraetf.com/es/etf-profile/LU0950669845
UBS ETF EMU PAB EUR ACC,AW1Z,IE - Ireland,IBIS*,IE00BN4Q0L55,https://www.justetf.com/es/etf-profile.html?isin=IE00BN4Q0L55,https://extraetf.com/es/etf-profile/IE00BN4Q0L55
AMUNDI PEA EAU (MSCI WATER),AWAT,FR - France,SBF*,FR0011882364,https://www.justetf.com/es/etf-profile.html?isin=FR0011882364,https://extraetf.com/es/etf-profile/FR0011882364
UBS ETF ACWI ESG USD DIS,AWESG,IE - Ireland,BVME.ETF*,IE00BDQZMX67,https://www.justetf.com/es/etf-profile.html?isin=IE00BDQZMX67,https://extraetf.com/es/etf-profile/IE00BDQZMX67
UBS ETF ACWI ESG HDG EUR ACC,AWESGE,IE - Ireland,EBS*,IE00BDQZN337,https://www.justetf.com/es/etf-profile.html?isin=IE00BDQZN337,https://extraetf.com/es/etf-profile/IE00BDQZN337
UBS ETF ACWI SRI USD ACC,AWSRIA,IE - Ireland,BVME.ETF*,IE00BDR55471,https://www.justetf.com/es/etf-profile.html?isin=IE00BDR55471,https://extraetf.com/es/etf-profile/IE00BDR55471
UBS ETF ACWI SRI HDG EUR ACC,AWSRIE,IE - Ireland,EBS*,IE00BDR55927,https://www.justetf.com/es/etf-profile.html?isin=IE00BDR55927,https://extraetf.com/es/etf-profile/IE00BDR55927
21SHARES TEZOS STAKING ETP,AXTZ,CH - Switzerland,IBIS*,CH0491507486,https://www.justetf.com/es/etf-profile.html?isin=CH0491507486,https://extraetf.com/es/etf-profile/CH0491507486
ISHARES GLB HY CORP BD CHF-H,AYEY,IE - Ireland,GETTEX*,IE00B988C465,https://www.justetf.com/es/etf-profile.html?isin=IE00B988C465,https://extraetf.com/es/etf-profile/IE00B988C465
GASOIL DIESEL ETC VON BNPP,B4N1,DE - Germany,IBIS*,DE000PB6D1Z6,https://www.justetf.com/es/etf-profile.html?isin=DE000PB6D1Z6,https://extraetf.com/es/etf-profile/DE000PB6D1Z6
BNPP GASOLINE ETC,B4N2,DE - Germany,IBIS*,DE000PB6BEN9,https://www.justetf.com/es/etf-profile.html?isin=DE000PB6BEN9,https://extraetf.com/es/etf-profile/DE000PB6BEN9
BNPP HEATING OIL ETC,B4N3,DE - Germany,IBIS*,DE000PB6H1T5,https://www.justetf.com/es/etf-profile.html?isin=DE000PB6H1T5,https://extraetf.com/es/etf-profile/DE000PB6H1T5
BNP PARIBAS ALUMINIUM ETC,B4NP,DE - Germany,IBIS*,DE000PB6ALU1,https://www.justetf.com/es/etf-profile.html?isin=DE000PB6ALU1,https://extraetf.com/es/etf-profile/DE000PB6ALU1
BNP PARIBAS COPPER ETC,B4NQ,DE - Germany,IBIS*,DE000PB8C0P8,https://www.justetf.com/es/etf-profile.html?isin=DE000PB8C0P8,https://extraetf.com/es/etf-profile/DE000PB8C0P8
BNP PARIBAS NICKEL FUTURES,B4NR,DE - Germany,IBIS*,DE000PB8N1C1,https://www.justetf.com/es/etf-profile.html?isin=DE000PB8N1C1,https://extraetf.com/es/etf-profile/DE000PB8N1C1
BNP PARIBAS ZINC ETC,B4NS,DE - Germany,IBIS*,DE000PB7Z1N5,https://www.justetf.com/es/etf-profile.html?isin=DE000PB7Z1N5,https://extraetf.com/es/etf-profile/DE000PB7Z1N5
BNP PARIBAS TIN ETC,B4NT,DE - Germany,IBIS*,DE000PB8T1N2,https://www.justetf.com/es/etf-profile.html?isin=DE000PB8T1N2,https://extraetf.com/es/etf-profile/DE000PB8T1N2
BNP PARIBAS LEAD ETC,B4NU,DE - Germany,IBIS*,DE000PB8LED5,https://www.justetf.com/es/etf-profile.html?isin=DE000PB8LED5,https://extraetf.com/es/etf-profile/DE000PB8LED5
BNP PAR RICI ENH ENERGY ER,B4NX,DE - Germany,FWB*,DE000PZ9REE0,https://www.justetf.com/es/etf-profile.html?isin=DE000PZ9REE0,https://extraetf.com/es/etf-profile/DE000PZ9REE0
BNP PAR RICI ENH CRUDE OIL,B4NY,DE - Germany,IBIS*,DE000PZ9REB6,https://www.justetf.com/es/etf-profile.html?isin=DE000PZ9REB6,https://extraetf.com/es/etf-profile/DE000PZ9REB6
BNP PAR RICI WTI CRUDE OIL,B4NZ,DE - Germany,IBIS*,DE000PZ9REW2,https://www.justetf.com/es/etf-profile.html?isin=DE000PZ9REW2,https://extraetf.com/es/etf-profile/DE000PZ9REW2
AM G GOV ILB 1-10Y-ETF E HD,B8TQ,LU - Luxembourg,IBIS*,LU1910940268,https://www.justetf.com/es/etf-profile.html?isin=LU1910940268,https://extraetf.com/es/etf-profile/LU1910940268
LEVERAGE SHARES -1X SHORT BO,BAES,IE - Ireland,LSEETF*,XS2297551454,https://www.justetf.com/es/etf-profile.html?isin=XS2297551454,https://extraetf.com/es/etf-profile/XS2297551454
L&G BATTERY VALUE-CHAIN,BATT,IE - Ireland,AEB*,IE00BF0M2Z96,https://www.justetf.com/es/etf-profile.html?isin=IE00BF0M2Z96,https://extraetf.com/es/etf-profile/IE00BF0M2Z96
JPM BETAB EUR GOVT UCITS ETF,BBEG,IE - Ireland,EBS*,IE00BJK9HD13,https://www.justetf.com/es/etf-profile.html?isin=IE00BJK9HD13,https://extraetf.com/es/etf-profile/IE00BJK9HD13
AMUNDI ETF MSCI EUR BUYBACK,BBEU,FR - France,BVME.ETF*,FR0012805687,https://www.justetf.com/es/etf-profile.html?isin=FR0012805687,https://extraetf.com/es/etf-profile/FR0012805687
JPM BETA US TRES 0-1 USD UCT,BBIL,IE - Ireland,BVME.ETF*,IE00BJK3WF00,https://www.justetf.com/es/etf-profile.html?isin=IE00BJK3WF00,https://extraetf.com/es/etf-profile/IE00BJK3WF00
JPM BETA US TRE BD UCITS ETF,BBTR,IE - Ireland,BVME.ETF*,IE00BJK9HH50,https://www.justetf.com/es/etf-profile.html?isin=IE00BJK9HH50,https://extraetf.com/es/etf-profile/IE00BJK9HH50
JPM BETAB US EQ UCITS USD-A,BBUS,IE - Ireland,BVME.ETF*,IE00BJK9H753,https://www.justetf.com/es/etf-profile.html?isin=IE00BJK9H753,https://extraetf.com/es/etf-profile/IE00BJK9H753
BBVA-ACCION DJ EURO STOXX 50,BBVAE,ES - Spain,BM*,ES0105321030,https://www.justetf.com/es/etf-profile.html?isin=ES0105321030,https://extraetf.com/es/etf-profile/ES0105321030
BBVA-ACCION IBEX 35 ETF,BBVAI,ES - Spain,BM*,ES0105336038,https://www.justetf.com/es/etf-profile.html?isin=ES0105336038,https://extraetf.com/es/etf-profile/ES0105336038
UBS ETF CMCI COM TRAN USD A,BCFC,IE - Ireland,IBIS*,IE000WJCYGB4,https://www.justetf.com/es/etf-profile.html?isin=IE000WJCYGB4,https://extraetf.com/es/etf-profile/IE000WJCYGB4
UBSETF CAN ESG CAD ACC,BCFD,IE - Ireland,IBIS*,IE0004YRJHW4,https://www.justetf.com/es/etf-profile.html?isin=IE0004YRJHW4,https://extraetf.com/es/etf-profile/IE0004YRJHW4
UBS ETF BBG COMM CMCI HD EUR,BCFE,IE - Ireland,IBIS*,IE00BYYLVJ24,https://www.justetf.com/es/etf-profile.html?isin=IE00BYYLVJ24,https://extraetf.com/es/etf-profile/IE00BYYLVJ24
UBS ETF SP500CT USD ACC,BCFF,IE - Ireland,IBIS*,IE000S4A5WE2,https://www.justetf.com/es/etf-profile.html?isin=IE000S4A5WE2,https://extraetf.com/es/etf-profile/IE000S4A5WE2
UBS ETF SP500CT HEUR ACC,BCFG,IE - Ireland,IBIS*,IE0009WWNY77,https://www.justetf.com/es/etf-profile.html?isin=IE0009WWNY77,https://extraetf.com/es/etf-profile/IE0009WWNY77
UBS ETF W UCITS HEUR ACC,BCFI,IE - Ireland,IBIS*,IE000TB15RC6,https://www.justetf.com/es/etf-profile.html?isin=IE000TB15RC6,https://extraetf.com/es/etf-profile/IE000TB15RC6
IVZ COINSHRS BLOCKCHAIN UCIT,BCHN,IE - Ireland,BVME.ETF*,IE00BGBN6P67,https://www.justetf.com/es/etf-profile.html?isin=IE00BGBN6P67,https://extraetf.com/es/etf-profile/IE00BGBN6P67
AMUNDI BEL 20 UCITS ETF,BEL,FR - France,ENEXT.BE*,FR0000021842,https://www.justetf.com/es/etf-profile.html?isin=FR0000021842,https://extraetf.com/es/etf-profile/FR0000021842
WT ENERGY ENHANCED,BENE,IE - Ireland,BVME.ETF*,IE00BF4TWF63,https://www.justetf.com/es/etf-profile.html?isin=IE00BF4TWF63,https://extraetf.com/es/etf-profile/IE00BF4TWF63
AMUND FTSE MIB D-1X INV,BERMIB,FR - France,BVME.ETF*,FR0010446146,https://www.justetf.com/es/etf-profile.html?isin=FR0010446146,https://extraetf.com/es/etf-profile/FR0010446146
FISCHER BETTING UCITS ETF,BETS,IE - Ireland,BVME.ETF*,IE00BNTVVW33,https://www.justetf.com/es/etf-profile.html?isin=IE00BNTVVW33,https://extraetf.com/es/etf-profile/IE00BNTVVW33
BNP BIODIVERSITY ESG EU PAB,BIODV,LU - Luxembourg,SBF*,LU2446381555,https://www.justetf.com/es/etf-profile.html?isin=LU2446381555,https://extraetf.com/es/etf-profile/LU2446381555
L&G PHARMA BREAKTHROUGH,BIOT,IE - Ireland,AEB*,IE00BF0H7608,https://www.justetf.com/es/etf-profile.html?isin=IE00BF0H7608,https://extraetf.com/es/etf-profile/IE00BF0H7608
COINSHARES PHYSICAL BITCOIN,BITCEUR,JE - Jersey,EBS*,GB00BLD4ZL17,https://www.justetf.com/es/etf-profile.html?isin=GB00BLD4ZL17,https://extraetf.com/es/etf-profile/GB00BLD4ZL17
BNP PARIBAS ESY ST EUR GT BD,BJLM,LU - Luxembourg,IBIS*,LU2697597552,https://www.justetf.com/es/etf-profile.html?isin=LU2697597552,https://extraetf.com/es/etf-profile/LU2697597552
BNP PARIBAS EASY SUT EUR CB,BJLP,LU - Luxembourg,IBIS*,LU2697596828,https://www.justetf.com/es/etf-profile.html?isin=LU2697596828,https://extraetf.com/es/etf-profile/LU2697596828
BNP PARIBAS ESY ST EUR GT BD,BJLQ,LU - Luxembourg,IBIS*,LU2697597719,https://www.justetf.com/es/etf-profile.html?isin=LU2697597719,https://extraetf.com/es/etf-profile/LU2697597719
WISDOMTREE PHYSICAL CRYPTO M,BLOCEUR,JE - Jersey,EBS*,GB00BMTP1626,https://www.justetf.com/es/etf-profile.html?isin=GB00BMTP1626,https://extraetf.com/es/etf-profile/GB00BMTP1626
FT INDXX INNOV TRNSACT&PROCS,BLOK,IE - Ireland,BVME.ETF*,IE00BF5DXP42,https://www.justetf.com/es/etf-profile.html?isin=IE00BF5DXP42,https://extraetf.com/es/etf-profile/IE00BF5DXP42
ISHARES BLOCKCHAIN TECH USDA,BLTH,IE - Ireland,BVME.ETF*,IE000RDRMSD1,https://www.justetf.com/es/etf-profile.html?isin=IE000RDRMSD1,https://extraetf.com/es/etf-profile/IE000RDRMSD1
BNP ECPI BLUE ECONOMY ETF,BLUE,LU - Luxembourg,SBF*,LU2194447293,https://www.justetf.com/es/etf-profile.html?isin=LU2194447293,https://extraetf.com/es/etf-profile/LU2194447293
AMUNDI EURSTX600 BANKS,BNK,LU - Luxembourg,SBF*,LU1834983477,https://www.justetf.com/es/etf-profile.html?isin=LU1834983477,https://extraetf.com/es/etf-profile/LU1834983477
AM EURO STOXX BANKS-ETF ACC,BNKE,LU - Luxembourg,SBF*,LU1829219390,https://www.justetf.com/es/etf-profile.html?isin=LU1829219390,https://extraetf.com/es/etf-profile/LU1829219390
NATURAL GAS ETC VON BNPP,BNQ9,DE - Germany,IBIS*,DE000PB6GAS5,https://www.justetf.com/es/etf-profile.html?isin=DE000PB6GAS5,https://extraetf.com/es/etf-profile/DE000PB6GAS5
BNP PARIBAS RICI ENH CR OIL,BNQA,DE - Germany,IBIS*,DE000PS701L2,https://www.justetf.com/es/etf-profile.html?isin=DE000PS701L2,https://extraetf.com/es/etf-profile/DE000PS701L2
BNP PARIBAS WTI CRUDE OIL,BNQB,DE - Germany,IBIS*,DE000PS7WT17,https://www.justetf.com/es/etf-profile.html?isin=DE000PS7WT17,https://extraetf.com/es/etf-profile/DE000PS7WT17
BNP PAR RICI ENH BRENT CRUDE,BNQC,DE - Germany,IBIS*,DE000PB6R1B1,https://www.justetf.com/es/etf-profile.html?isin=DE000PB6R1B1,https://extraetf.com/es/etf-profile/DE000PB6R1B1
BNP PAR RICI ENH WTI CRUDE,BNQD,DE - Germany,IBIS*,DE000PB6R1W7,https://www.justetf.com/es/etf-profile.html?isin=DE000PB6R1W7,https://extraetf.com/es/etf-profile/DE000PB6R1W7
BNP PAR RICI ENH NTR GAS CRD,BNQE,DE - Germany,IBIS*,DE000PB6R1G0,https://www.justetf.com/es/etf-profile.html?isin=DE000PB6R1G0,https://extraetf.com/es/etf-profile/DE000PB6R1G0
BNP PAR RICI ENH GAS OIL,BNQF,DE - Germany,IBIS*,DE000PB6R1D7,https://www.justetf.com/es/etf-profile.html?isin=DE000PB6R1D7,https://extraetf.com/es/etf-profile/DE000PB6R1D7
BNP PAR RICI ENH GASOLINE,BNQG,DE - Germany,IBIS*,DE000PB6R101,https://www.justetf.com/es/etf-profile.html?isin=DE000PB6R101,https://extraetf.com/es/etf-profile/DE000PB6R101
BNP PAR RICI ENH HEAT OIL CR,BNQH,DE - Germany,IBIS*,DE000PB6R1H8,https://www.justetf.com/es/etf-profile.html?isin=DE000PB6R1H8,https://extraetf.com/es/etf-profile/DE000PB6R1H8
BNP COLLAT.ETC ON GOLD,BNQJ,DE - Germany,IBIS*,DE000PS7G0L8,https://www.justetf.com/es/etf-profile.html?isin=DE000PS7G0L8,https://extraetf.com/es/etf-profile/DE000PS7G0L8
BNP COLLAT.ETC ON PALLADIUM,BNQL,DE - Germany,IBIS*,DE000PB8PAL7,https://www.justetf.com/es/etf-profile.html?isin=DE000PB8PAL7,https://extraetf.com/es/etf-profile/DE000PB8PAL7
BNP PAR RICI ENH ALUMINIUM,BNQN,DE - Germany,IBIS*,DE000PB8R1A1,https://www.justetf.com/es/etf-profile.html?isin=DE000PB8R1A1,https://extraetf.com/es/etf-profile/DE000PB8R1A1
BNP PAR RICI ENH COPPER TR,BNQP,DE - Germany,IBIS*,DE000PB8R1C7,https://www.justetf.com/es/etf-profile.html?isin=DE000PB8R1C7,https://extraetf.com/es/etf-profile/DE000PB8R1C7
BNP PAR RICI ENH NICKEL,BNQQ,DE - Germany,IBIS*,DE000PB8R1N4,https://www.justetf.com/es/etf-profile.html?isin=DE000PB8R1N4,https://extraetf.com/es/etf-profile/DE000PB8R1N4
BNP PAR RICI ENH ZINC,BNQR,DE - Germany,IBIS*,DE000PB8R1Z8,https://www.justetf.com/es/etf-profile.html?isin=DE000PB8R1Z8,https://extraetf.com/es/etf-profile/DE000PB8R1Z8
BNP PAR RICI ENH TIN TR,BNQS,DE - Germany,IBIS*,DE000PB8R1T1,https://www.justetf.com/es/etf-profile.html?isin=DE000PB8R1T1,https://extraetf.com/es/etf-profile/DE000PB8R1T1
BNP PAR RICI ENH LEAD TR,BNQT,DE - Germany,IBIS*,DE000PB8R1L8,https://www.justetf.com/es/etf-profile.html?isin=DE000PB8R1L8,https://extraetf.com/es/etf-profile/DE000PB8R1L8
BNP PAR RICI ENH ENERGY,BNQU,DE - Germany,IBIS*,DE000PB8R1E3,https://www.justetf.com/es/etf-profile.html?isin=DE000PB8R1E3,https://extraetf.com/es/etf-profile/DE000PB8R1E3
BNP PAR RICI ENH IND METALS,BNQV,DE - Germany,IBIS*,DE000PB8R1M6,https://www.justetf.com/es/etf-profile.html?isin=DE000PB8R1M6,https://extraetf.com/es/etf-profile/DE000PB8R1M6
BNP PAR RICI ENH METALS,BNQW,DE - Germany,IBIS*,DE000PR0R1M0,https://www.justetf.com/es/etf-profile.html?isin=DE000PR0R1M0,https://extraetf.com/es/etf-profile/DE000PR0R1M0
21SHARES BYTETREE BOLD ETP,BOLD,CH - Switzerland,IBIS*,CH1146882308,https://www.justetf.com/es/etf-profile.html?isin=CH1146882308,https://extraetf.com/es/etf-profile/CH1146882308
GX ROBOTICS AI UCITS,BOTZ,IE - Ireland,BVME.ETF*,IE00BLCHJB90,https://www.justetf.com/es/etf-profile.html?isin=IE00BLCHJB90,https://extraetf.com/es/etf-profile/IE00BLCHJB90
BARCLAYS QUANTIC GLOBAL E NR,BQGE,FR - France,IBIS*,LU2491211004,https://www.justetf.com/es/etf-profile.html?isin=LU2491211004,https://extraetf.com/es/etf-profile/LU2491211004
BRENT OIL ETC,BRENT,IE - Ireland,BVME.ETF*,XS2691037282,https://www.justetf.com/es/etf-profile.html?isin=XS2691037282,https://extraetf.com/es/etf-profile/XS2691037282
AMUNDI STX600 BASIC RSRCES,BRES,LU - Luxembourg,SBF*,LU1834983550,https://www.justetf.com/es/etf-profile.html?isin=LU1834983550,https://extraetf.com/es/etf-profile/LU1834983550
ISHARES BIC 50,BRIC,IE - Ireland,AEB*,IE00B1W57M07,https://www.justetf.com/es/etf-profile.html?isin=IE00B1W57M07,https://extraetf.com/es/etf-profile/IE00B1W57M07
LS LS BERK TRACKER,BRK1,IE - Ireland,LSEETF*,CA8280621092,https://www.justetf.com/es/etf-profile.html?isin=CA8280621092,https://extraetf.com/es/etf-profile/CA8280621092
WT BLOOMBERG BRENT CRUDE OIL,BRND,IE - Ireland,BVME.ETF*,IE00BVFZGD11,https://www.justetf.com/es/etf-profile.html?isin=IE00BVFZGD11,https://extraetf.com/es/etf-profile/IE00BVFZGD11
WT BRENT CRUDE OIL,BRNT,JE - Jersey,BVME.ETF*,JE00B78CGV99,https://www.justetf.com/es/etf-profile.html?isin=JE00B78CGV99,https://extraetf.com/es/etf-profile/JE00B78CGV99
AMUNDI MSCI BRAZIL,BRZ,LU - Luxembourg,BVME.ETF*,LU1437024992,https://www.justetf.com/es/etf-profile.html?isin=LU1437024992,https://extraetf.com/es/etf-profile/LU1437024992
IVZ BULLETSHARES 2026 USD D,BS26,IE - Ireland,BVME.ETF*,IE000O36LOH8,https://www.justetf.com/es/etf-profile.html?isin=IE000O36LOH8,https://extraetf.com/es/etf-profile/IE000O36LOH8
IVZ BULLETSHARES 2027 USD D,BS27,IE - Ireland,BVME.ETF*,IE000BMDG046,https://www.justetf.com/es/etf-profile.html?isin=IE000BMDG046,https://extraetf.com/es/etf-profile/IE000BMDG046
IVZ BULLETSHARES 2028 USD D,BS28,IE - Ireland,BVME.ETF*,IE000A0RC215,https://www.justetf.com/es/etf-profile.html?isin=IE000A0RC215,https://extraetf.com/es/etf-profile/IE000A0RC215
IVZ BULLETSHARES 2029 USD D,BS29,IE - Ireland,BVME.ETF*,IE000C5Q64P6,https://www.justetf.com/es/etf-profile.html?isin=IE000C5Q64P6,https://extraetf.com/es/etf-profile/IE000C5Q64P6
IVZ BULLETSHARES 2030 USD D,BS30,IE - Ireland,BVME.ETF*,IE000GB2EQ90,https://www.justetf.com/es/etf-profile.html?isin=IE000GB2EQ90,https://extraetf.com/es/etf-profile/IE000GB2EQ90
BNPP EASY EUR AGG BOND SRI,BSRIC,LU - Luxembourg,SBF*,LU2533812991,https://www.justetf.com/es/etf-profile.html?isin=LU2533812991,https://extraetf.com/es/etf-profile/LU2533812991
BNPP EASY EUR AGG BOND SRI,BSRID,LU - Luxembourg,SBF*,LU2533812728,https://www.justetf.com/es/etf-profile.html?isin=LU2533812728,https://extraetf.com/es/etf-profile/LU2533812728
AMUNDI EURSTX50 DAILY -1X,BSX,FR - France,SBF*,FR0010424135,https://www.justetf.com/es/etf-profile.html?isin=FR0010424135,https://extraetf.com/es/etf-profile/FR0010424135
AMUNDI FIX MAT27 ITALY BTP G,BT27,LU - Luxembourg,BVME.ETF*,LU2780872128,https://www.justetf.com/es/etf-profile.html?isin=LU2780872128,https://extraetf.com/es/etf-profile/LU2780872128
MELANION BTC EQUIT UCITS ETF,BTC,FR - France,SBF*,FR0014002IH8,https://www.justetf.com/es/etf-profile.html?isin=FR0014002IH8,https://extraetf.com/es/etf-profile/FR0014002IH8
VALOUR BITCOIN ZERO,BTC0E,KY - Cayman Islands,AEB*,CH0573883474,https://www.justetf.com/es/etf-profile.html?isin=CH0573883474,https://extraetf.com/es/etf-profile/CH0573883474
ETC GROUP CORE BITCOIN ETP,BTC1,DE - Germany,IBIS*,DE000A4AER62,https://www.justetf.com/es/etf-profile.html?isin=DE000A4AER62,https://extraetf.com/es/etf-profile/DE000A4AER62
15 FICAS ACTIVE CRYPTO,BTCAEUR,CH - Switzerland,EBS*,CH0548689600,https://www.justetf.com/es/etf-profile.html?isin=CH0548689600,https://extraetf.com/es/etf-profile/CH0548689600
BTCETC BITCOIN ETP,BTCE,DE - Germany,IBIS*,DE000A27Z304,https://www.justetf.com/es/etf-profile.html?isin=DE000A27Z304,https://extraetf.com/es/etf-profile/DE000A27Z304
WISDOMTREE PHYSICAL BITCOIN,BTCWEUR,JE - Jersey,EBS*,GB00BJYDH287,https://www.justetf.com/es/etf-profile.html?isin=GB00BJYDH287,https://extraetf.com/es/etf-profile/GB00BJYDH287
BIOPROD TECH + TOOLS ETF,BTECH,IE - Ireland,BVME.ETF*,IE000RWFQT12,https://www.justetf.com/es/etf-profile.html?isin=IE000RWFQT12,https://extraetf.com/es/etf-profile/IE000RWFQT12
BIOPROD TECH + TOOLS ETF,BTECJ,IE - Ireland,BVME.ETF*,IE000YXUZAN8,https://www.justetf.com/es/etf-profile.html?isin=IE000YXUZAN8,https://extraetf.com/es/etf-profile/IE000YXUZAN8
ISHARES USD TREASURY 7-10Y,BTMA,IE - Ireland,AEB*,IE00B1FZS798,https://www.justetf.com/es/etf-profile.html?isin=IE00B1FZS798,https://extraetf.com/es/etf-profile/IE00B1FZS798
AMUNDI ITL BTP GV BND 10Y AC,BTP10,LU - Luxembourg,BVME.ETF*,LU1598691217,https://www.justetf.com/es/etf-profile.html?isin=LU1598691217,https://extraetf.com/es/etf-profile/LU1598691217
